return_id,order_id,order_item_id,product_id,customer_id,return_date,return_reason,refund_amount
RET00863,ORD007825,OI016070,PROD0021,CUST00243,2025-06-29,Better Price Found Elsewhere,6681.52
RET00864,ORD007826,OI016072,PROD0025,CUST00540,2025-04-05,Quality Issue,1420.23
RET00865,ORD007837,OI016093,PROD0050,CUST00345,2025-01-19,Wrong Item Delivered,1500.54
RET00866,ORD007845,OI016104,PROD0049,CUST00024,2025-11-22,Product Damaged,482.17
RET00867,ORD007860,OI016137,PROD0044,CUST00027,2025-12-20,Changed Mind,295.59
RET00868,ORD007873,OI016159,PROD0007,CUST00078,2025-06-12,Not as Described,2278.43
RET00869,ORD007889,OI016190,PROD0049,CUST00156,2025-12-05,Changed Mind,433.95
RET00870,ORD007891,OI016193,PROD0040,CUST00354,2025-12-22,Quality Issue,4514.62
RET00871,ORD007892,OI016194,PROD0018,CUST00385,2025-10-01,Size/Fit Issue,4185.64
RET00872,ORD007894,OI016197,PROD0030,CUST00414,2024-04-30,Size/Fit Issue,1158.24
RET00873,ORD007900,OI016214,PROD0013,CUST00453,2025-08-20,Better Price Found Elsewhere,2374.52
RET00874,ORD007902,OI016216,PROD0044,CUST00591,2024-10-20,Size/Fit Issue,591.18
RET00875,ORD007905,OI016223,PROD0049,CUST00038,2025-03-21,Product Damaged,916.12
RET00876,ORD007910,OI016233,PROD0049,CUST00162,2025-08-08,Product Damaged,482.17
RET00877,ORD007912,OI016236,PROD0037,CUST00560,2024-11-04,Better Price Found Elsewhere,1134.82
RET00878,ORD007927,OI016263,PROD0049,CUST00285,2025-05-04,Size/Fit Issue,482.17
RET00879,ORD007930,OI016267,PROD0034,CUST00573,2024-06-03,Better Price Found Elsewhere,498.4
RET00880,ORD007951,OI016317,PROD0044,CUST00323,2025-03-15,Size/Fit Issue,280.03
RET00881,ORD007965,OI016342,PROD0011,CUST00581,2025-04-11,Product Damaged,2729.5
RET00882,ORD007982,OI016373,PROD0032,CUST00532,2025-10-07,Better Price Found Elsewhere,1282.68
RET00883,ORD007999,OI016414,PROD0050,CUST00434,2024-10-25,Product Damaged,1350.49
